id_sale,id_videojuego,total_sales,na_sales,jp_sales,pal_sales,other_sales
33468,33468,19.11,4.55,4.9,1.65,8.01
33469,33469,13.08,3.66,2.65,2.71,4.06
33470,33470,17.12,6.81,3.92,1.25,5.14
33471,33471,19.28,6.42,6.81,1.47,4.58
33472,33472,12.27,7.69,0.37,1.15,3.06
33473,33473,4.89,2.07,0.11,2.39,0.32
33474,33474,19.54,5.11,4.57,5.0,4.86
33475,33475,6.78,3.98,1.82,0.95,0.03
33476,33476,10.11,5.47,1.95,0.48,2.21
33477,33477,8.08,2.8,0.9,3.74,0.64
33478,33478,18.56,5.38,2.65,8.04,2.49
33479,33479,8.07,3.61,1.14,2.46,0.86
33480,33480,16.81,5.49,6.87,0.78,3.67
33481,33481,15.97,5.19,6.31,0.79,3.68
33482,33482,14.71,1.43,1.56,2.23,9.49
33483,33483,14.76,9.89,0.25,4.43,0.19
33484,33484,14.87,2.86,0.2,0.62,11.19
33485,33485,9.41,1.62,4.8,2.54,0.45
33486,33486,8.14,1.05,1.22,4.65,1.22
33487,33487,16.67,6.03,3.58,3.64,3.42
33488,33488,3.87,0.35,1.12,0.51,1.89
33489,33489,1.06,0.68,0.25,0.04,0.09
33490,33490,19.61,8.24,8.32,1.16,1.89
33491,33491,3.34,1.01,0.96,0.5,0.87
33492,33492,9.6,4.97,0.45,2.16,2.02
33493,33493,16.69,7.19,0.88,7.98,0.64
33494,33494,9.35,7.38,0.08,0.08,1.81
33495,33495,3.47,0.65,0.06,2.02,0.74
33496,33496,6.79,3.08,2.67,0.85,0.19
33497,33497,2.88,0.38,0.02,1.45,1.03
33498,33498,13.75,4.78,0.17,4.35,4.45
33499,33499,3.97,2.23,0.15,1.16,0.43
33500,33500,15.7,0.36,1.8,4.07,9.47
33501,33501,6.01,1.1,1.01,3.83,0.07
33502,33502,15.3,2.94,4.67,1.06,6.63
33503,33503,19.32,1.92,13.63,2.14,1.63
33504,33504,14.32,3.15,6.17,2.95,2.05
33505,33505,6.08,1.87,2.95,0.57,0.69
33506,33506,16.63,5.99,5.21,5.06,0.37
33507,33507,3.69,0.9,0.55,0.91,1.33
33508,33508,17.47,3.9,0.05,3.73,9.79
33509,33509,10.16,9.06,0.52,0.54,0.04
33510,33510,3.8,3.4,0.06,0.31,0.03
33511,33511,16.42,3.07,10.9,0.02,2.43
33512,33512,11.22,7.28,2.44,1.3,0.2
33513,33513,7.23,2.79,2.37,1.59,0.48
33514,33514,10.26,5.6,0.99,3.46,0.21
33515,33515,10.71,0.48,4.12,4.11,2.0
33516,33516,3.72,3.21,0.03,0.27,0.21
33517,33517,3.29,0.16,0.43,1.7,1.0
33518,33518,6.29,3.24,0.25,2.74,0.06
33519,33519,6.56,5.56,0.33,0.04,0.63
33520,33520,0.36,0.1,0.06,0.04,0.16
33521,33521,0.81,0.37,0.09,0.25,0.1
33522,33522,11.45,8.42,1.59,1.32,0.12
33523,33523,15.85,13.09,0.97,1.6,0.19
33524,33524,19.44,13.52,0.25,1.74,3.93
33525,33525,2.66,1.36,0.15,1.0,0.15
33526,33526,17.35,12.54,1.03,0.81,2.97
33527,33527,7.32,3.41,0.71,2.62,0.58
33528,33528,9.61,3.47,4.33,0.92,0.89
33529,33529,3.14,0.7,0.39,1.25,0.8
33530,33530,8.28,5.33,2.1,0.48,0.37
33531,33531,14.26,3.53,4.82,5.33,0.58
33532,33532,0.41,0.06,0.1,0.23,0.02
33533,33533,13.68,3.41,5.13,3.52,1.62
33534,33534,11.76,3.41,0.49,0.68,7.18
33535,33535,15.85,8.62,4.34,0.01,2.88
33536,33536,9.81,2.99,2.83,1.35,2.64
33537,33537,2.33,0.93,0.57,0.4,0.43
33538,33538,5.7,2.96,0.65,0.34,1.75
33539,33539,13.5,11.38,1.82,0.21,0.09
33540,33540,3.94,0.97,1.33,1.35,0.29
33541,33541,12.24,7.3,3.6,0.74,0.6
33542,33542,15.2,2.75,4.21,1.28,6.96
33543,33543,1.76,1.04,0.22,0.34,0.16
33544,33544,17.85,5.99,7.36,0.1,4.4
33545,33545,5.28,1.23,1.07,0.43,2.55
33546,33546,9.57,1.8,5.46,1.88,0.43
33547,33547,8.39,3.5,0.28,2.42,2.19
33548,33548,10.73,5.35,3.26,0.25,1.87
33549,33549,8.5,2.23,0.2,4.25,1.82
33550,33550,6.12,2.2,1.95,0.58,1.39
33551,33551,17.8,10.37,0.51,1.79,5.13
33552,33552,4.06,0.88,0.33,2.73,0.12
33553,33553,13.01,2.3,7.91,2.44,0.36
33554,33554,15.79,8.24,1.63,0.54,5.38
33555,33555,12.41,0.47,2.66,1.09,8.19
33556,33556,14.61,3.06,7.49,0.71,3.35
33557,33557,7.62,2.85,1.27,1.86,1.64
33558,33558,19.89,9.32,0.0,2.27,8.3
33559,33559,15.06,10.52,2.05,2.29,0.2
33560,33560,17.57,12.36,4.14,0.36,0.71
33561,33561,1.39,0.74,0.0,0.36,0.29
33562,33562,12.53,4.43,4.22,2.08,1.8
33563,33563,0.81,0.15,0.23,0.0,0.43
33564,33564,19.74,7.55,4.94,4.57,2.68
33565,33565,19.56,3.68,5.5,5.31,5.07
33566,33566,13.73,4.33,0.77,8.29,0.34
33567,33567,12.5,3.67,6.34,1.89,0.6
33568,33568,16.29,7.14,4.97,2.65,1.53
33569,33569,12.36,5.91,2.55,0.56,3.34
33570,33570,1.08,0.73,0.25,0.01,0.09
33571,33571,7.47,3.1,4.02,0.06,0.29
33572,33572,2.72,0.11,1.57,0.22,0.82
33573,33573,15.76,9.45,0.27,3.23,2.81
33574,33574,2.32,1.44,0.75,0.02,0.11
33575,33575,4.96,1.76,0.15,1.39,1.66
33576,33576,6.9,2.9,3.51,0.24,0.25
33577,33577,3.12,0.52,0.41,1.59,0.6
33578,33578,6.03,3.77,0.7,0.04,1.52
33579,33579,9.91,3.34,2.39,3.28,0.9
33580,33580,16.49,6.67,7.15,0.82,1.85
33581,33581,15.53,4.82,2.44,6.13,2.14
33582,33582,18.97,17.29,0.19,1.12,0.37
33583,33583,0.92,0.55,0.37,0.0,0.0
33584,33584,7.7,2.94,1.61,1.22,1.93
33585,33585,13.87,10.2,0.08,2.66,0.93
33586,33586,5.6,1.8,1.5,0.11,2.19
33587,33587,6.72,0.83,0.4,3.9,1.59
33588,33588,13.67,4.03,1.44,6.79,1.41
33589,33589,0.84,0.14,0.02,0.32,0.36
33590,33590,12.67,8.92,0.1,0.05,3.6
33591,33591,9.25,6.92,2.21,0.1,0.02
33592,33592,11.13,7.72,0.86,2.41,0.14
33593,33593,5.47,2.48,0.06,2.86,0.07
33594,33594,2.91,0.87,1.2,0.35,0.49
33595,33595,4.58,2.84,0.34,1.34,0.06
33596,33596,18.65,4.19,1.33,11.86,1.27
33597,33597,15.11,2.44,11.42,0.23,1.02
33598,33598,2.14,1.45,0.12,0.32,0.25
33599,33599,9.38,0.73,2.58,0.57,5.5
33600,33600,5.02,1.22,0.64,1.03,2.13
33601,33601,7.3,2.78,2.67,1.67,0.18
33602,33602,2.59,0.7,0.93,0.77,0.19
33603,33603,8.97,7.91,0.34,0.51,0.21
33604,33604,10.04,6.21,0.08,2.69,1.06
33605,33605,12.08,3.13,3.97,1.83,3.15
33606,33606,11.25,3.85,1.75,5.11,0.54
33607,33607,9.31,2.82,1.51,1.06,3.92
33608,33608,19.51,16.91,1.6,0.15,0.85
33609,33609,0.81,0.05,0.04,0.64,0.08
33610,33610,7.1,4.17,0.9,1.57,0.46
33611,33611,9.07,2.36,0.31,5.69,0.71
33612,33612,15.08,2.1,0.68,6.72,5.58
33613,33613,6.15,3.65,1.23,1.14,0.13
33614,33614,11.46,6.46,3.6,0.85,0.55
33615,33615,5.13,3.18,0.97,0.75,0.23
33616,33616,8.63,2.07,2.12,4.18,0.26
33617,33617,8.89,2.61,3.16,0.55,2.57
33618,33618,1.42,0.5,0.5,0.29,0.13
33619,33619,11.94,2.97,2.91,3.36,2.7
33620,33620,4.63,1.39,1.73,1.08,0.43
33621,33621,16.12,7.82,1.54,6.23,0.53
33622,33622,7.95,1.79,4.46,1.13,0.57
33623,33623,15.78,6.37,0.61,7.76,1.04
33624,33624,17.29,4.14,4.3,7.67,1.18
33625,33625,2.06,1.87,0.07,0.06,0.06
33626,33626,2.13,0.06,0.23,1.04,0.8
33627,33627,7.89,5.46,1.23,0.58,0.62
33628,33628,3.96,0.45,2.69,0.82,0.0
33629,33629,2.08,0.99,0.04,1.05,0.0
33630,33630,15.62,3.79,0.85,9.8,1.18
33631,33631,17.6,8.18,3.69,3.24,2.49
33632,33632,9.75,2.4,0.17,5.54,1.64
33633,33633,10.91,1.91,2.41,6.15,0.44
33634,33634,10.22,4.65,0.15,1.18,4.24
33635,33635,14.62,6.55,4.93,0.18,2.96
33636,33636,10.45,5.22,3.2,1.76,0.27
33637,33637,15.13,8.57,2.11,3.19,1.26
33638,33638,5.54,2.41,1.31,0.89,0.93
33639,33639,7.7,5.16,0.57,0.46,1.51
33640,33640,16.36,4.48,6.96,2.78,2.14
33641,33641,17.47,8.23,1.46,0.77,7.01
33642,33642,16.6,8.64,1.44,4.07,2.45
33643,33643,11.65,1.57,0.36,1.66,8.06
33644,33644,15.84,2.53,5.32,0.81,7.18
33645,33645,17.39,2.96,7.32,3.03,4.08
33646,33646,13.1,3.59,4.44,3.21,1.86
33647,33647,8.33,3.18,0.66,3.01,1.48
33648,33648,18.5,1.41,9.47,6.4,1.22
33649,33649,8.61,2.63,1.57,0.44,3.97
33650,33650,10.2,3.19,1.24,2.43,3.34
33651,33651,7.6,5.36,0.43,1.35,0.46
33652,33652,1.95,1.29,0.25,0.29,0.12
33653,33653,15.18,9.28,1.54,0.45,3.91
33654,33654,17.37,9.14,1.08,0.98,6.17
33655,33655,19.74,3.77,2.88,6.64,6.45
33656,33656,17.04,10.71,0.9,0.98,4.45
33657,33657,19.63,6.12,4.13,2.69,6.69
33658,33658,0.12,0.08,0.01,0.02,0.01
33659,33659,17.47,7.55,8.56,0.54,0.82
33660,33660,11.32,7.94,1.73,0.21,1.44
33661,33661,14.79,11.04,2.45,1.2,0.1
33662,33662,19.55,13.18,0.71,4.9,0.76
33663,33663,7.26,4.78,1.68,0.01,0.79
33664,33664,10.06,7.47,2.1,0.24,0.25
33665,33665,6.74,0.71,4.33,0.48,1.22
33666,33666,12.15,4.08,0.21,4.96,2.9
33667,33667,2.3,0.95,0.29,0.77,0.29
33668,33668,8.04,0.03,1.48,5.07,1.46
33669,33669,12.65,8.03,0.91,0.57,3.14
33670,33670,2.78,0.88,0.03,0.86,1.01
33671,33671,17.41,3.86,2.0,5.09,6.46
33672,33672,15.59,9.39,2.66,3.25,0.29
33673,33673,3.14,0.77,0.93,0.51,0.93
33674,33674,12.85,7.22,4.69,0.78,0.16
33675,33675,18.55,4.88,0.07,13.16,0.44
33676,33676,18.97,1.9,10.82,1.03,5.22
33677,33677,6.92,0.64,2.93,3.12,0.23
33678,33678,17.07,3.42,1.68,5.95,6.02
33679,33679,19.87,10.3,5.27,1.86,2.44
33680,33680,0.59,0.1,0.36,0.01,0.12
33681,33681,2.04,0.86,0.12,0.14,0.92
33682,33682,18.21,6.04,1.73,8.12,2.32
33683,33683,2.49,1.96,0.18,0.05,0.3
33684,33684,5.87,3.65,0.72,0.78,0.72
33685,33685,4.8,0.57,1.55,1.06,1.62
33686,33686,17.72,0.96,4.83,10.13,1.8
33687,33687,19.09,3.13,3.98,3.84,8.14
33688,33688,0.26,0.19,0.0,0.05,0.02
33689,33689,6.57,2.35,3.76,0.4,0.06
33690,33690,6.19,4.01,0.16,0.69,1.33
33691,33691,5.77,1.74,2.65,0.99,0.39
33692,33692,12.2,0.79,4.88,3.29,3.24
33693,33693,6.71,3.65,0.64,0.91,1.51
33694,33694,0.92,0.37,0.23,0.13,0.19
33695,33695,4.05,2.1,0.32,1.07,0.56
33696,33696,2.85,0.23,0.85,1.21,0.56
33697,33697,7.05,4.42,0.0,0.16,2.47
33698,33698,14.19,4.58,0.4,1.04,8.17
33699,33699,12.34,5.3,0.25,6.71,0.08
33700,33700,2.64,1.62,0.49,0.19,0.34
33701,33701,19.33,5.73,4.27,3.63,5.7
33702,33702,5.48,0.44,1.78,1.21,2.05
33703,33703,14.27,8.66,0.96,2.23,2.42
33704,33704,16.97,2.43,8.92,3.96,1.66
33705,33705,16.19,8.35,4.01,2.23,1.6
33706,33706,13.33,5.77,1.52,3.49,2.55
33707,33707,13.4,7.02,5.6,0.21,0.57
33708,33708,1.52,0.16,0.11,0.0,1.25
33709,33709,10.13,7.2,2.69,0.12,0.12
33710,33710,6.53,0.25,0.55,3.51,2.22
33711,33711,13.65,10.04,1.2,1.03,1.38
33712,33712,10.91,1.3,6.42,2.45,0.74
33713,33713,18.4,8.05,6.26,0.2,3.89
33714,33714,7.58,1.52,1.3,0.66,4.1
33715,33715,1.87,0.89,0.27,0.5,0.21
33716,33716,1.92,0.71,0.09,0.14,0.98
33717,33717,10.41,4.57,1.44,2.77,1.63
33718,33718,10.0,3.67,1.89,3.4,1.04
33719,33719,0.17,0.03,0.06,0.03,0.05
33720,33720,4.35,2.27,0.02,1.8,0.26
33721,33721,15.85,2.24,0.04,5.82,7.75
33722,33722,14.13,5.28,1.58,3.88,3.39
33723,33723,15.02,6.33,4.61,3.7,0.38
33724,33724,11.17,7.6,0.58,2.35,0.64
33725,33725,9.78,0.92,1.15,1.74,5.97
33726,33726,7.09,0.36,0.13,3.28,3.32
33727,33727,1.65,1.51,0.06,0.06,0.02
33728,33728,19.03,6.29,4.53,1.06,7.15
33729,33729,5.59,0.17,0.12,4.28,1.02
33730,33730,1.52,0.52,0.25,0.11,0.64
33731,33731,17.16,11.64,2.62,1.07,1.83
33732,33732,1.37,0.51,0.26,0.11,0.49
33733,33733,15.41,1.45,2.31,4.78,6.87
33734,33734,2.74,0.95,0.71,0.64,0.44
33735,33735,16.45,9.78,0.48,1.02,5.17
33736,33736,4.04,2.21,0.15,0.06,1.62
33737,33737,15.24,10.35,1.42,2.09,1.38
33738,33738,14.24,4.64,4.6,0.49,4.51
33739,33739,5.5,3.81,0.82,0.39,0.48
33740,33740,15.61,11.09,0.82,3.66,0.04
33741,33741,16.92,4.41,1.09,2.98,8.44
33742,33742,19.33,5.15,0.91,6.76,6.51
33743,33743,18.32,9.79,4.69,3.09,0.75
33744,33744,16.26,6.27,3.36,3.89,2.74
33745,33745,19.76,8.25,5.99,3.11,2.41
33746,33746,10.01,0.83,5.12,3.31,0.75
33747,33747,8.6,0.93,5.35,0.54,1.78
33748,33748,9.63,4.65,2.08,0.02,2.88
33749,33749,14.99,10.65,1.84,1.02,1.48
33750,33750,8.47,5.42,0.72,1.75,0.58
33751,33751,14.93,5.78,6.39,2.46,0.3
33752,33752,7.38,3.95,0.1,1.72,1.61
33753,33753,9.76,1.06,0.61,6.3,1.79
33754,33754,0.68,0.07,0.16,0.32,0.13
33755,33755,14.59,3.83,4.24,1.37,5.15
33756,33756,7.45,1.91,2.2,3.13,0.21
33757,33757,6.09,2.15,2.53,0.13,1.28
33758,33758,5.81,3.46,0.65,1.66,0.04
33759,33759,15.58,4.0,8.26,3.22,0.1
33760,33760,13.64,4.14,5.02,3.2,1.28
33761,33761,3.89,0.98,0.88,0.99,1.04
33762,33762,9.79,5.17,1.13,1.21,2.28
33763,33763,18.97,3.16,0.46,9.31,6.04
33764,33764,7.67,3.05,2.33,0.88,1.41
33765,33765,19.01,12.46,2.26,2.23,2.06
33766,33766,7.58,0.76,1.79,0.12,4.91
33767,33767,6.12,4.12,0.47,0.53,1.0
33768,33768,7.36,1.56,4.61,0.44,0.75
33769,33769,11.14,8.26,0.24,0.6,2.04
33770,33770,1.37,0.43,0.01,0.73,0.2
33771,33771,10.96,5.63,2.62,1.04,1.67
33772,33772,14.59,4.28,3.25,4.67,2.39
33773,33773,1.7,0.59,0.56,0.42,0.13
33774,33774,6.96,5.44,0.14,0.21,1.17
33775,33775,10.92,4.13,2.18,1.91,2.7
33776,33776,9.46,1.36,3.11,2.96,2.03
33777,33777,8.77,6.03,2.09,0.42,0.23
33778,33778,13.49,7.09,5.04,0.67,0.69
33779,33779,16.64,5.08,1.6,8.42,1.54
33780,33780,15.13,3.6,1.52,8.37,1.64
33781,33781,17.68,8.68,1.25,0.37,7.38
33782,33782,18.0,8.42,2.7,3.39,3.49
33783,33783,3.09,2.23,0.14,0.7,0.02
33784,33784,10.01,0.82,3.74,4.75,0.7
33785,33785,17.18,9.82,2.43,3.53,1.4
33786,33786,7.72,3.27,1.76,1.9,0.79
33787,33787,9.31,2.35,1.15,4.49,1.32
33788,33788,1.83,1.13,0.26,0.2,0.24
33789,33789,16.56,6.18,5.33,1.11,3.94
33790,33790,12.65,8.17,2.75,0.62,1.11
33791,33791,18.2,7.93,8.29,0.16,1.82
33792,33792,4.69,1.11,1.04,1.36,1.18
33793,33793,9.97,1.71,3.23,4.91,0.12
33794,33794,13.28,5.52,1.46,3.51,2.79
33795,33795,6.24,1.76,2.48,1.28,0.72
33796,33796,12.15,3.78,4.43,2.24,1.7
33797,33797,11.05,4.26,0.77,2.9,3.12
33798,33798,16.49,1.48,2.71,8.84,3.46
33799,33799,6.27,1.81,1.03,2.14,1.29
33800,33800,2.4,0.51,0.82,0.48,0.59
33801,33801,2.86,1.13,0.01,1.02,0.7
33802,33802,19.44,12.51,5.2,0.16,1.57
33803,33803,4.96,1.16,1.63,1.26,0.91
33804,33804,18.53,4.83,6.63,6.28,0.79
33805,33805,15.82,3.44,2.77,0.62,8.99
33806,33806,13.16,1.07,2.42,3.47,6.2
33807,33807,4.95,3.12,0.47,0.27,1.09
33808,33808,4.39,1.91,0.97,1.46,0.05
33809,33809,11.73,5.16,1.07,5.17,0.33
33810,33810,8.47,2.71,2.98,2.28,0.5
33811,33811,7.44,2.91,0.24,4.14,0.15
33812,33812,14.45,8.03,2.32,3.32,0.78
33813,33813,14.06,5.78,6.28,1.96,0.04
33814,33814,10.08,3.76,1.49,4.15,0.68
33815,33815,11.66,5.79,0.99,3.41,1.47
33816,33816,15.31,9.07,3.4,1.99,0.85
33817,33817,7.32,0.77,3.88,1.93,0.74
33818,33818,10.36,4.21,4.85,0.03,1.27
33819,33819,4.63,2.02,1.55,0.58,0.48
33820,33820,2.41,1.69,0.03,0.58,0.11
33821,33821,0.71,0.24,0.19,0.05,0.23
33822,33822,1.1,0.82,0.08,0.02,0.18
33823,33823,3.85,1.62,0.91,0.74,0.58
33824,33824,16.89,10.85,1.11,2.12,2.81
33825,33825,11.5,2.03,3.72,3.62,2.13
33826,33826,8.6,4.98,3.04,0.32,0.26
33827,33827,16.45,5.66,0.72,0.19,9.88
33828,33828,19.19,3.15,14.65,0.33,1.06
33829,33829,12.01,4.76,2.26,1.35,3.64
33830,33830,14.96,7.93,6.97,0.0,0.06
33831,33831,0.94,0.33,0.14,0.32,0.15
33832,33832,11.89,6.77,1.95,1.75,1.42
33833,33833,8.41,3.52,2.37,0.65,1.87
33834,33834,4.98,1.7,0.16,2.19,0.93
33835,33835,9.87,3.0,3.36,2.54,0.97
33836,33836,1.47,0.8,0.09,0.15,0.43
33837,33837,7.37,3.8,1.2,1.14,1.23
33838,33838,18.17,6.61,10.25,1.07,0.24
33839,33839,17.8,12.49,1.32,3.91,0.08
33840,33840,13.16,8.73,1.02,3.4,0.01
33841,33841,9.45,3.17,0.74,1.9,3.64
33842,33842,6.34,2.84,0.33,0.78,2.39
33843,33843,0.92,0.41,0.41,0.03,0.07
33844,33844,10.79,2.01,1.72,1.64,5.42
33845,33845,3.62,2.56,0.58,0.07,0.41
33846,33846,15.13,3.61,0.27,0.46,10.79
33847,33847,4.71,1.75,2.53,0.19,0.24
33848,33848,12.93,6.65,0.76,3.12,2.4
33849,33849,6.81,1.63,2.46,0.52,2.2
33850,33850,17.24,9.27,1.82,5.0,1.15
33851,33851,2.93,1.1,0.22,1.2,0.41
33852,33852,0.96,0.09,0.66,0.13,0.08
33853,33853,3.33,1.08,0.08,1.9,0.27
33854,33854,19.46,6.02,3.63,8.53,1.28
33855,33855,17.33,9.32,4.06,1.59,2.36
33856,33856,12.19,3.48,0.93,6.34,1.44
33857,33857,0.86,0.25,0.07,0.37,0.17
33858,33858,10.76,1.75,4.0,1.2,3.81
33859,33859,4.65,2.37,0.85,0.31,1.12
33860,33860,13.13,3.96,3.33,3.86,1.98
33861,33861,6.96,2.46,0.17,3.71,0.62
33862,33862,4.47,1.89,0.96,0.45,1.17
33863,33863,8.74,5.56,2.06,0.56,0.56
33864,33864,3.26,1.04,0.25,1.31,0.66
33865,33865,15.59,2.64,5.09,7.68,0.18
33866,33866,2.97,1.91,0.41,0.41,0.24
33867,33867,9.78,7.21,0.46,1.6,0.51
33868,33868,13.58,2.47,2.04,7.88,1.19
33869,33869,14.94,7.23,1.08,1.87,4.76
33870,33870,2.46,0.64,0.41,0.07,1.34
33871,33871,12.75,2.25,3.94,4.29,2.27
33872,33872,15.63,6.33,1.58,1.41,6.31
33873,33873,6.87,3.2,0.95,0.84,1.88
33874,33874,2.04,1.14,0.13,0.3,0.47
33875,33875,17.32,7.98,2.21,2.89,4.24
33876,33876,17.46,4.11,3.01,3.47,6.87
33877,33877,10.18,4.46,1.5,3.22,1.0
33878,33878,10.3,7.63,0.22,0.1,2.35
33879,33879,5.07,3.8,0.37,0.36,0.54
33880,33880,16.83,7.67,3.92,2.15,3.09
33881,33881,14.53,5.05,2.1,3.32,4.06
33882,33882,16.7,1.41,3.29,2.52,9.48
33883,33883,17.27,0.79,3.46,12.25,0.77
33884,33884,9.33,1.45,3.66,0.02,4.2
33885,33885,14.26,7.62,1.58,0.75,4.31
33886,33886,3.79,1.43,0.29,1.81,0.26
33887,33887,19.66,3.49,5.02,2.2,8.95
33888,33888,12.0,2.08,1.36,2.77,5.79
33889,33889,19.85,15.18,1.92,0.3,2.45
33890,33890,15.02,3.57,1.26,8.45,1.74
33891,33891,18.52,3.07,4.85,0.76,9.84
33892,33892,4.36,1.45,0.86,1.18,0.87
33893,33893,6.52,2.95,1.17,0.98,1.42
33894,33894,11.87,7.12,0.3,0.23,4.22
33895,33895,14.25,2.86,5.8,3.53,2.06
33896,33896,18.1,5.16,5.03,3.63,4.28
33897,33897,19.85,1.69,7.15,3.1,7.91
33898,33898,12.86,4.54,1.93,4.79,1.6
33899,33899,13.5,6.13,0.76,1.72,4.89
33900,33900,10.79,3.72,2.05,1.16,3.86
33901,33901,16.58,6.21,3.94,5.68,0.75
33902,33902,15.09,2.67,5.37,3.82,3.23
33903,33903,15.71,9.99,3.44,0.01,2.27
33904,33904,1.9,0.62,0.35,0.2,0.73
33905,33905,13.64,9.2,0.95,2.15,1.34
33906,33906,5.22,2.91,0.34,1.39,0.58
33907,33907,16.46,8.64,3.24,0.18,4.4
33908,33908,14.08,2.67,6.31,1.99,3.11
33909,33909,11.4,0.64,8.38,0.1,2.28
33910,33910,11.58,6.37,1.54,0.55,3.12
33911,33911,19.17,14.8,0.71,0.22,3.44
33912,33912,2.82,1.28,0.13,0.58,0.83
33913,33913,6.89,0.75,0.88,4.99,0.27
33914,33914,8.38,2.67,1.08,2.1,2.53
33915,33915,2.29,2.08,0.04,0.07,0.1
33916,33916,6.38,2.98,0.56,2.68,0.16
33917,33917,13.48,2.79,5.08,0.17,5.44
33918,33918,19.42,5.11,2.29,6.7,5.32
33919,33919,12.8,5.4,2.4,1.06,3.94
33920,33920,19.3,7.68,3.45,6.62,1.55
33921,33921,13.39,5.69,1.99,4.25,1.46
33922,33922,17.71,9.45,4.39,3.58,0.29
33923,33923,0.44,0.21,0.03,0.09,0.11
33924,33924,14.7,6.72,0.74,5.89,1.35
33925,33925,18.72,0.43,9.06,2.49,6.74
33926,33926,12.46,2.88,3.37,5.39,0.82
33927,33927,8.23,1.84,3.87,1.52,1.0
33928,33928,8.71,3.45,3.79,1.45,0.02
33929,33929,9.23,1.86,1.31,5.4,0.66
33930,33930,9.71,1.88,4.8,0.83,2.2
33931,33931,13.42,1.92,4.53,3.63,3.34
33932,33932,18.39,6.18,10.46,1.18,0.57
33933,33933,10.16,1.08,6.42,2.52,0.14
33934,33934,13.71,2.12,7.14,0.13,4.32
33935,33935,13.27,7.87,3.26,1.62,0.52
33936,33936,0.28,0.16,0.01,0.04,0.07
33937,33937,13.23,7.12,1.9,3.57,0.64
33938,33938,17.84,14.85,0.51,1.27,1.21
33939,33939,8.28,4.57,1.14,1.54,1.03
33940,33940,2.26,1.4,0.22,0.63,0.01
33941,33941,9.17,3.35,3.25,1.47,1.1
33942,33942,7.43,1.35,3.0,2.95,0.13
33943,33943,12.28,7.63,1.74,0.09,2.82
33944,33944,16.75,7.4,5.16,4.14,0.05
33945,33945,0.68,0.02,0.21,0.32,0.13
33946,33946,1.57,0.87,0.17,0.44,0.09
33947,33947,5.84,0.39,0.62,2.66,2.17
33948,33948,2.37,0.52,1.65,0.13,0.07
33949,33949,9.99,6.81,0.17,0.13,2.88
33950,33950,19.57,13.47,1.57,2.77,1.76
33951,33951,5.18,0.99,2.12,1.45,0.62
33952,33952,5.44,4.92,0.1,0.19,0.23
33953,33953,5.93,3.73,1.8,0.03,0.37
33954,33954,13.45,8.12,0.33,4.56,0.44
33955,33955,5.04,2.97,0.29,0.59,1.19
33956,33956,10.6,3.21,1.93,4.76,0.7
33957,33957,1.99,0.76,0.12,0.76,0.35
33958,33958,1.33,0.45,0.12,0.13,0.63
33959,33959,18.27,6.77,4.66,0.57,6.27
33960,33960,5.83,2.91,1.73,0.11,1.08
33961,33961,12.16,2.89,0.79,7.71,0.77
33962,33962,3.67,2.32,0.52,0.32,0.51
33963,33963,19.29,1.79,6.42,3.16,7.92
33964,33964,4.59,1.29,2.42,0.27,0.61
33965,33965,18.85,5.99,0.86,11.43,0.57
33966,33966,10.18,1.11,1.6,7.12,0.35
33967,33967,11.51,1.82,5.45,3.97,0.27
33968,33968,10.0,3.42,1.28,2.97,2.33
33969,33969,13.96,2.92,5.88,0.98,4.18
33970,33970,2.73,1.11,0.07,0.76,0.79
33971,33971,10.87,6.29,0.05,3.22,1.31
33972,33972,9.38,5.3,0.01,0.04,4.03
33973,33973,13.49,2.6,0.42,3.27,7.2
33974,33974,7.42,2.87,0.65,3.84,0.06
33975,33975,12.73,1.25,1.9,2.77,6.81
33976,33976,11.31,6.86,1.97,0.66,1.82
33977,33977,3.92,0.99,0.23,0.61,2.09
33978,33978,6.23,3.02,1.57,1.11,0.53
33979,33979,13.79,7.48,6.09,0.08,0.14
33980,33980,14.86,11.49,1.09,1.28,1.0
33981,33981,3.74,1.21,1.03,1.06,0.44
33982,33982,14.17,6.5,2.71,2.37,2.59
33983,33983,17.89,1.81,4.04,5.05,6.99
33984,33984,1.2,0.23,0.34,0.28,0.35
33985,33985,7.28,0.69,1.59,3.19,1.81
33986,33986,0.76,0.23,0.21,0.32,0.0
33987,33987,15.02,7.08,2.5,3.64,1.8
33988,33988,19.37,12.4,0.06,1.0,5.91
33989,33989,6.83,3.43,2.08,0.41,0.91
33990,33990,2.56,1.71,0.03,0.7,0.12
33991,33991,5.28,2.55,0.74,1.42,0.57
33992,33992,15.95,11.06,1.41,0.77,2.71
33993,33993,16.28,9.49,0.47,6.2,0.12
33994,33994,5.54,2.56,0.41,0.04,2.53
33995,33995,1.56,0.62,0.22,0.3,0.42
33996,33996,2.92,0.67,0.02,1.71,0.52
33997,33997,15.52,8.68,4.57,0.96,1.31
33998,33998,4.39,1.55,1.82,1.01,0.01
33999,33999,5.77,3.46,1.88,0.18,0.25
34000,34000,0.69,0.15,0.1,0.1,0.34
34001,34001,11.85,7.46,2.51,1.48,0.4
34002,34002,8.9,4.89,1.87,0.45,1.69
34003,34003,19.2,5.33,8.66,3.96,1.25
